time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705665791,0.6733956332998191,2.340548447423483,0.55194807922539,34.47764823450956,0.34446532253518364,6.862746731312226,0.8801775804661384,3.9029032120644134,3.031710471017955,0.3036030621283146,0.35067712342161195,106618880,44601344,11522048,45219840,43495424,16224256,44666880,10342400,45137920,2936832,8392704,70072.49321044415,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,13.667,25.6,1.133,83.933,1.267,13.533,12.467,1.4,139.133,18,8.733,0,0,0.003005970149253731,0.0031922731356693623,0.14054054054054052,0.004447332421340628,0.003,0.06393557422969187,0.003037735849056604,0.00199818922589407,0.007461719670200236,0.0030107816711590295,0.004610746268656717,0.004946091644204852,0.22810810810810814,0.059354838709677435,0.0046,0.21004545454545454,0.004667924528301887,0.004422091444092349,0.009548881036513546,0.004714285714285713
1705665792,0.6733956332998191,2.340548447423483,0.55194807922539,34.47764823450956,0.34446532253518364,8.83261370367924,0.8801775804661384,3.9029032120644134,3.031710471017955,0.3036030621283146,0.35067712342161195,106618880,44601344,11522048,45219840,43495424,15708160,44666880,10342400,45137920,2936832,8392704,70072.49321044415,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,13.667,25.6,1.133,83.933,1.267,13.533,12.467,1.4,139.133,18,8.733,0,0,0.003005970149253731,0.0031922731356693623,0.14054054054054052,0.004447332421340628,0.003,0.06393557422969187,0.003037735849056604,0.00199818922589407,0.007461719670200236,0.0030107816711590295,0.004610746268656717,0.004946091644204852,0.22810810810810814,0.059354838709677435,0.0046,0.21004545454545454,0.004667924528301887,0.004422091444092349,0.009548881036513546,0.004714285714285713
1705665793,0.6733956332998191,2.340548447423483,0.55194807922539,34.47764823450956,0.34446532253518364,8.83261370367924,0.8801775804661384,3.9029032120644134,3.031710471017955,0.3036030621283146,0.35067712342161195,106618880,44601344,11522048,45219840,43495424,15708160,44666880,10342400,45137920,2936832,8392704,70072.49321044415,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,13.667,25.6,1.133,83.933,1.267,13.533,12.467,1.4,145.8,19.067,8.733,0,0,0.003005970149253731,0.0031922731356693623,0.14054054054054052,0.004447332421340628,0.003,0.06393557422969187,0.003037735849056604,0.001959438024019941,0.007476076555023923,0.0030107816711590295,0.004610746268656717,0.004946091644204852,0.22810810810810814,0.059354838709677435,0.0046,0.21004545454545454,0.004667924528301887,0.004414366644006344,0.009557416267942586,0.004714285714285713
1705665794,0.5258781061982034,2.340548447423483,0.55194807922539,34.47764823450956,0.34446532253518364,8.83261370367924,0.8801775804661384,3.9029032120644134,2.540030193253656,0.3036030621283146,0.35067712342161195,106618880,44601344,11522048,45219840,43495424,15708160,44666880,10342400,45137920,2936832,8392704,46967.428518208064,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,13.667,25.6,1.133,83.933,1.267,13.533,12.467,1.4,145.8,19.067,8.733,0,0,0.003005970149253731,0.0031922731356693623,0.14054054054054052,0.004447332421340628,0.003,0.06393557422969187,0.003037735849056604,0.001959438024019941,0.007476076555023923,0.0030107816711590295,0.004610746268656717,0.004946091644204852,0.22810810810810814,0.059354838709677435,0.0046,0.21004545454545454,0.004667924528301887,0.004414366644006344,0.009557416267942586,0.004714285714285713
1705665795,0.5312416592454786,2.3652880285939486,0.5466550339663674,34.47764823450956,0.3279509932709594,8.83261370367924,0.8801775804661384,3.9882726098916508,3.032057908935484,0.2546420083090884,0.35067712342161195,106622976,44601344,11612160,45219840,43495424,15708160,44666880,10342400,45133824,2936832,8392704,39916.7501874693,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,14.333,25.6,1.133,83.933,1.267,13.533,12.467,1.4,145.8,19.067,8.733,0,0,0.003005961251862891,0.0031922731356693623,0.14054054054054052,0.004447332421340628,0.003,0.06393557422969187,0.003037735849056604,0.001959438024019941,0.007476076555023923,0.0030107816711590295,0.004610730253353204,0.004946091644204852,0.22810810810810814,0.059354838709677435,0.0046,0.21004545454545454,0.004667924528301887,0.004414366644006344,0.009557416267942586,0.004714285714285713
1705665796,0.5418134923073049,2.3652880285939486,0.41604529640447013,34.47764823450956,0.3279509932709594,8.83261370367924,0.8801775804661384,3.9882726098916508,3.032057908935484,0.24958195727361648,0.35067712342161195,106622976,44601344,11612160,45219840,43495424,15708160,44666880,10342400,45133824,2936832,8392704,40711.102836604354,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,15,26.667,1.2,86.067,1.267,13.533,14.267,1.4,148.733,19.467,8.667,0,0,0.003008955223880597,0.0032322232223222325,0.146875,0.004459605026929982,0.003,0.06547945205479452,0.003037735849056604,0.001977500556916908,0.0074970202622169245,0.003005194805194805,0.004616119402985074,0.005203252032520325,0.229375,0.06075356415478614,0.0046,0.21603603603603613,0.004667924528301887,0.0044183114279349525,0.009594755661501787,0.004700779220779222
1705665797,0.634309983709577,2.3652880285939486,0.49223184798741043,34.47764823450956,0.3279509932709594,8.83261370367924,0.8801775804661384,3.944920582071681,3.032057908935484,0.24452190623814463,0.35067712342161195,106622976,44601344,11612160,45219840,43495424,15708160,44666880,10252288,45133824,2936832,8392704,47661.15894810333,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,15,26.667,1.2,86.067,1.267,13.533,14.267,1.4,148.733,19.467,8.667,0,0,0.003008955223880597,0.0032322232223222325,0.146875,0.004459605026929982,0.003,0.06547945205479452,0.003037735849056604,0.001977500556916908,0.0074970202622169245,0.003005194805194805,0.004616119402985074,0.005203252032520325,0.229375,0.06075356415478614,0.0046,0.21603603603603613,0.004667924528301887,0.0044183114279349525,0.009594755661501787,0.004700779220779222
1705665798,0.634309983709577,2.3652880285939486,0.49223184798741043,34.47764823450956,0.3279509932709594,8.83261370367924,0.8801775804661384,3.944920582071681,3.032057908935484,0.3053426180583995,0.35067712342161195,106622976,44601344,11612160,45219840,43495424,15708160,44666880,10252288,45133824,2940928,8392704,47661.15894810333,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,15,26.667,1.2,83.533,1.267,13.8,14.267,1.4,148.733,19.467,8.667,0,0,0.003008955223880597,0.0032322232223222325,0.146875,0.004381608174144825,0.003,0.06431451612903226,0.003037735849056604,0.001977500556916908,0.0074970202622169245,0.003005194805194805,0.004616119402985074,0.005203252032520325,0.229375,0.058083700440528685,0.0046,0.2160971786833856,0.004667924528301887,0.0044183114279349525,0.009594755661501787,0.004700779220779222
1705665799,0.634309983709577,2.3652880285939486,0.49223184798741043,34.47764823450956,0.3279509932709594,8.83261370367924,0.8801775804661384,3.944920582071681,3.032057908935484,0.3053426180583995,0.35067712342161195,106622976,44601344,11612160,45219840,43495424,15708160,44666880,10252288,45133824,2940928,8392704,47661.15894810333,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,15,26.667,1.2,83.533,1.267,13.8,14.267,1.4,148.733,19.467,8.667,0,0,0.003008955223880597,0.0032322232223222325,0.146875,0.004381608174144825,0.003,0.06431451612903226,0.003037735849056604,0.001977500556916908,0.0074970202622169245,0.003005194805194805,0.004616119402985074,0.005203252032520325,0.229375,0.058083700440528685,0.0046,0.2160971786833856,0.004667924528301887,0.0044183114279349525,0.009594755661501787,0.004700779220779222
1705665800,0.634309983709577,2.3652880285939486,0.49223184798741043,33.359017575484245,0.3279509932709594,8.83261370367924,0.8801775804661384,3.944920582071681,3.032057908935484,0.3053426180583995,0.35067712342161195,106622976,44601344,11612160,45219840,43495424,15708160,44666880,10252288,45133824,2940928,8392704,47661.15894810333,0,0,0,0,0,0,0,0,4,4,9,3,3,28,3,3,4,4,2,15,26.998,1.2,83.533,1.267,13.8,14.267,1.4,148.733,19.467,8.667,0,0,0.003008955223880597,0.003237753499998165,0.146875,0.004381608174144825,0.003,0.06431451612903226,0.003037735849056604,0.001977500556916908,0.0074970202622169245,0.003005194805194805,0.004616119402985074,0.005323605917828027,0.229375,0.058083700440528685,0.0046,0.2160971786833856,0.004667924528301887,0.0044183114279349525,0.009594755661501787,0.004700779220779222
