time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,catalogue_error,front-end_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705713841,1.1851501501501507,2.8209055627425497,0.2403059297494649,0.1940221997147491,4.637653777386382,4.284424314034455,0.4257373789446549,0.049584888268156165,0.4598148438725979,0.8403186222654768,0.0001660391478216007,0.2978243978243989,0.3370354645163671,1.0372969510632841,1.1858044033118136,211324928,77873152,5578752,432816128,108871680,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298500096,8003584,44421120,1406600.0235211102,,0,867253.3785027803,24101.6789581045,0,0,1436417.5883463717,11,7,19,4,19,20,10,5,3,11,1,3,6,18,10,4.667,3.933,20.867,1.267,1.133,1.267,11.133,0,0,0.01251231527093596,0.14601266373267,0.03147773279352227,0.02769607843137255,0.002641025641025641,0.003068181818181818,0.004793269230769231,0.022679802955665025,3.09122421243911,0.09969827586206899,0.04553921568627452,0.004528205128205128,0.0047227272727272725,0.008963611859838275
1705713842,1.1826592759065355,2.8209055627425497,0.2403059297494649,0.1940221997147491,5.09672499950228,4.284424314034455,0.4285010041993785,0.050895409683426165,0.4598148438725979,0.6093063832534873,0.0001660391478216007,0.2978243978243989,0.3302382705441305,1.0372969510632841,1.1858044033118136,211320832,77873152,5578752,432816128,98582528,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298500096,8003584,44421120,1406600.0235211102,,0,962862.8811393098,24101.6789581045,0,0,1436417.5883463717,11,7,19,4,19,20,10,5,3,11,1,3,6,18,10,7.6,4.067,23.333,1.067,1.133,1,13.667,0,0,0.012789855072463769,0.00483068783068783,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.022789855072463765,2.785714285714301,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713843,1.3903052229065869,2.8209055627425497,0.2403059297494649,0.19807680640659625,5.09672499950228,3.371251850697446,0.4285010041993785,0.05220593109869618,0.39313374827500336,0.6224945476493551,0.00012906274994545677,0.2978243978243989,0.32344107657189386,1.0372969510632841,0.7460120192307702,211320832,77873152,5578752,432816128,98582528,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298500096,8003584,44421120,1406600.0235211102,,0,962862.8811393098,34607.26054017517,0,0,1177318.6813186812,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,7.6,4.533,23.333,1.067,1.133,1,13.667,0,0,0.012789855072463769,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.022789855072463765,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713844,1.3903052229065869,2.8209055627425497,0.2403059297494649,0.19807680640659625,5.09672499950228,3.371251850697446,0.4285010041993785,0.053516452513966195,0.39313374827500336,0.5285025000000055,0.00012906274994545677,0.2978243978243989,0.3497690242249838,1.0372969510632841,0.763837873931625,211320832,77873152,5578752,432816128,98582528,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298500096,8003584,44421120,1406600.0235211102,,0,962862.8811393098,34607.26054017517,0,0,1205450.5494505495,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,7.6,4.533,23.333,1.067,1.133,1,13.667,0,0,0.012789855072463769,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.022789855072463765,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713845,1.3903052229065869,2.8209055627425497,0.2403059297494649,0.19807680640659625,5.09672499950228,3.371251850697446,0.4285010041993785,0.05482697392923621,0.39313374827500336,0.5285025000000055,0.00012906274994545677,0.2978243978243989,0.342225655736649,1.0372969510632841,0.7816637286324797,211320832,77873152,5578752,432816128,98582528,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298500096,8003584,44421120,1406600.0235211102,,0,962862.8811393098,34607.26054017517,0,0,1233582.4175824174,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,7.6,4.533,23.333,1.067,1.133,1,13.667,0,0,0.012789855072463769,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.022789855072463765,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713846,1.3903052229065866,2.8209055627425497,0.2403059297494649,0.19807680640659625,5.09672499950228,3.371251850697446,0.4285010041993785,0.04644749999999975,0.39313374827500336,0.5285025000000055,0.00012906274994545677,0.2584743492618502,0.3346822872483143,1.0372969510632841,0.7994895833333343,211320832,77873152,5578752,432816128,98582528,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298500096,8003584,44421120,1406600.0235211102,,0,962862.8811393098,34607.26054017517,0,0,1261714.2857142857,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,7.6,4.533,23.333,1.067,1.133,1,13.667,0,0,0.012789855072463769,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.022789855072463765,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713847,1.3903052229065866,2.8209055627425497,0.2257741513483444,0.19807680640659625,5.09672499950228,3.371251850697446,0.4285010041993785,0.06310152135854338,0.39313374827500336,0.5285025000000055,0.00012906274994545677,0.2535106092981102,0.3271389187599795,1.0372969510632841,0.817315438034189,211320832,77873152,5578752,432816128,98582528,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298500096,8003584,44421120,1406600.0235211102,,0,962862.8811393098,34607.26054017517,0,0,1289846.1538461538,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,7.6,4.533,23.333,1.067,1.133,1,13.667,0,0,0.012789855072463769,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.022789855072463765,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713848,1.3903052229065866,2.8209055627425497,0.26858290990003647,0.19807680640659625,5.09672499950228,3.371251850697446,0.4285010041993785,0.06453184348739491,0.3743775133027374,0.6313569941233782,0.00016927638636855192,0.24854686933437026,0.3757172890179196,1.0372969510632841,0.8351412927350437,211320832,77873152,5578752,432816128,98582528,332386304,40132608,4382720,254283776,92327936,4755456,2891776,298504192,8003584,44421120,1406600.0235211102,,0,962862.8811393098,66550.22543563913,0,0,1317978.0219780218,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,7.6,4.533,23.333,1.067,1.133,1,13.667,0,0,0.012789855072463769,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.022789855072463765,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713849,1.3903052229065866,2.8209055627425497,0.26858290990003647,0.19807680640659625,5.09672499950228,3.371251850697446,0.42109577070954357,0.06596216561624645,0.3743775133027374,0.8029913035878167,0.00017332792652445032,0.24358312937063026,0.3757172890179196,1.0372969510632841,0.8529671474358985,211320832,77873152,5578752,432816128,98582528,332386304,40140800,4382720,254283776,92332032,4755456,2891776,298504192,8003584,44421120,1406600.0235211102,,0,880475.3582663405,66550.22543563913,0,0,1346109.89010989,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,9.4,4.533,23.333,1.067,1.133,1,13.667,0,0,0.013094660194174757,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.02296844660194175,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
1705713850,1.3903052229065866,2.8209055627425497,0.6996467451677405,0.20085744283714202,5.09672499950228,3.371251850697446,0.42109577070954357,0.067392487745098,0.3743775133027374,0.8029913035878167,0.00017737946668034869,0.23861938940689026,0.3757172890179196,1.0372969510632841,1.0695512820512836,211320832,77873152,5652480,432816128,98582528,332386304,40140800,4382720,254283776,92332032,4755456,2891776,298504192,8003584,44421120,1406600.0235211102,,0,880475.3582663405,66550.22543563913,0,0,1687912.087912088,11,7,19,4,19,19,10,5,3,11,1,3,6,18,10,9.4,4.533,23.333,1.067,1.133,1,13.667,0,0,0.013094660194174757,0.004351851851851853,0.03228070175438597,0.027295918367346943,0.002641025641025641,0.0030689655172413794,0.004783132530120483,0.02296844660194175,0.9954545454545465,0.09489626556016598,0.045459183673469385,0.004528205128205128,0.004724137931034482,0.008971389645776569
