time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705373190,0.6751139276559024,2.392137816298619,0.38424105847966206,19.04410166903155,0.2736452773264754,6.764084490041888,0.5378785570521637,3.366537384678757,2.544783108302142,0.27622761409589797,0.25003611325116265,114696192,43761664,10178560,41467904,43331584,16674816,40300544,10686464,45309952,3022848,9076736,65622.32982056393,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,15.134,26.135,0.867,80.744,0.867,13.133,13.602,0.933,150.542,19.135,7.534,0,0,0,0,0.003,0.0032536082474226803,0.3355263157894737,0.06202996474735605,0.003,0.18085365853658533,0.0037142857142857142,0.0020904242424242426,0.0074123422159887795,0.002903448275862069,0.004620253164556962,0.005658653846153849,0.7875000000000002,0.09936251468860166,0.004600000000000001,0.6241666666666668,0.008444444444444444,0.004432048484848485,0.00964516129032258,0.004602758620689656
1705373191,0.6751139276559024,2.392137816298619,0.38424105847966206,19.04410166903155,0.28862641037254094,6.79825570776252,0.5270285802755732,3.366537384678757,2.544783108302142,0.27580289880611064,0.25003611325116265,114696192,43761664,10178560,41467904,43327488,16617472,40300544,10686464,45309952,3022848,9076736,65622.32982056393,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,15.134,26.135,0.867,80.744,0.867,13.133,13.602,0.933,150.542,19.135,7.534,0,0,0,0,0.003,0.0032536082474226803,0.3355263157894737,0.06202996474735605,0.003,0.18085365853658533,0.0037142857142857142,0.0020904242424242426,0.0074123422159887795,0.002903448275862069,0.004620253164556962,0.005658653846153849,0.7875000000000002,0.09936251468860166,0.004600000000000001,0.6241666666666668,0.008444444444444444,0.004432048484848485,0.00964516129032258,0.004602758620689656
1705373192,0.7049259733138031,2.392137816298619,0.38424105847966206,19.04410166903155,0.28862641037254094,6.79825570776252,0.5161786034989826,3.366537384678757,2.544783108302142,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41467904,43327488,16617472,40300544,10686464,45309952,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,15.134,26.135,0.867,80.744,0.867,13.133,13.602,0.933,150.542,19.135,7.534,0,0,0,0,0.003,0.0032536082474226803,0.3355263157894737,0.06202996474735605,0.003,0.18085365853658533,0.0037142857142857142,0.0020904242424242426,0.0074123422159887795,0.002903448275862069,0.004620253164556962,0.005658653846153849,0.7875000000000002,0.09936251468860166,0.004600000000000001,0.6241666666666668,0.008444444444444444,0.004432048484848485,0.00964516129032258,0.004602758620689656
1705373193,0.7049259733138031,2.392137816298619,0.38424105847966206,19.05579703973687,0.28862641037254094,6.79825570776252,0.6830498640072429,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,15.134,26.135,0.867,80.744,0.867,13.133,13.602,0.933,150.542,19.135,7.534,0,0,0,0,0.003,0.0032536082474226803,0.3355263157894737,0.06202996474735605,0.003,0.18085365853658533,0.0037142857142857142,0.0020930626057529614,0.007493055555555556,0.002903448275862069,0.004620253164556962,0.005658653846153849,0.7875000000000002,0.09936251468860166,0.004600000000000001,0.6241666666666668,0.008444444444444444,0.004432535653855451,0.009737500000000001,0.004602758620689656
1705373194,0.7049259733138031,2.392137816298619,0.38424105847966206,19.174669983961913,0.28862641037254094,6.79825570776252,0.6830498640072429,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,15.134,26.135,0.867,80.744,1,13.133,13.602,0.933,150.542,19.135,7.534,0,0,0,0,0.003,0.0032536082474226803,0.3355263157894737,0.06202996474735605,0.003,0.18085365853658533,0.0037142857142857142,0.0020930626057529614,0.007493055555555556,0.002903448275862069,0.004620253164556962,0.005658653846153849,0.7875000000000002,0.09936251468860166,0.0046,0.6241666666666668,0.008444444444444444,0.004432535653855451,0.009737500000000001,0.004602758620689656
1705373195,0.7049259733138031,2.392137816298619,0.38424105847966206,19.174669983961913,0.28862641037254094,6.79825570776252,0.6830498640072429,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,15.134,26.135,0.867,80.744,1,13.133,13.602,0.933,150.542,19.135,7.534,0,0,0,0,0.003,0.0032536082474226803,0.3355263157894737,0.06202996474735605,0.003,0.18085365853658533,0.0037142857142857142,0.0020930626057529614,0.007493055555555556,0.002903448275862069,0.004620253164556962,0.005658653846153849,0.7875000000000002,0.09936251468860166,0.0046,0.6241666666666668,0.008444444444444444,0.004432535653855451,0.009737500000000001,0.004602758620689656
1705373196,0.7049259733138031,2.392137816298619,0.38424105847966206,19.174669983961913,0.28862641037254094,6.79825570776252,0.6830498640072429,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,15.134,26.135,0.867,80.744,1,13.133,13.602,0.933,150.542,19.135,7.734,0,0,0,0,0.003,0.0032536082474226803,0.3355263157894737,0.06202996474735605,0.003,0.18085365853658533,0.0037142857142857142,0.0020930626057529614,0.007493055555555556,0.0028996655518394644,0.004620253164556962,0.005658653846153849,0.7875000000000002,0.09936251468860166,0.0046,0.6241666666666668,0.008444444444444444,0.004432535653855451,0.009737500000000001,0.004601337792642142
1705373197,0.7049259733138031,2.392137816298619,0.38424105847966206,19.174669983961913,0.28862641037254094,6.88187342891082,0.673453674195735,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,23.467,0.933,69.195,1,13.133,11.2,0.933,137.733,17.467,6.867,0,0,0,0,0.003003129890453834,0.003273201251303441,0.3680555555555555,0.06344214938059037,0.003,0.18666666666666668,0.0037142857142857142,0.0020982936794039894,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.0063095238095238135,0.9928571428571429,0.0987393979971517,0.0046,0.6702290076335882,0.008444444444444444,0.004433501562124489,0.00978951048951049,0.0046013245033112585
1705373198,0.7049259733138031,2.392137816298619,0.34092288456431796,19.174669983961913,0.28862641037254094,6.88187342891082,0.673453674195735,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,23.467,0.933,69.195,1,13.133,11.2,0.867,137.733,17.467,6.867,0,0,0,0,0.003003129890453834,0.003273201251303441,0.3680555555555555,0.06344214938059037,0.003,0.18666666666666668,0.0035625,0.0020982936794039894,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.0063095238095238135,0.9928571428571429,0.0987393979971517,0.0046,0.6702290076335882,0.0080625,0.004433501562124489,0.00978951048951049,0.0046013245033112585
1705373199,0.7049259733138031,2.392137816298619,0.34912287697735245,19.174669983961913,0.28862641037254094,6.88187342891082,0.673453674195735,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,23.467,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.003273201251303441,0.3680555555555555,0.06344214938059037,0.003,0.1920537897310514,0.0035625,0.002088291746641075,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.0063095238095238135,0.9928571428571429,0.0987393979971517,0.0046,0.7117241379310345,0.0080625,0.004431477927063341,0.00978951048951049,0.0046013245033112585
1705373200,0.7049259733138031,2.392137816298619,0.3573228693903868,19.174669983961913,0.28862641037254094,6.88187342891082,0.673453674195735,3.366537384678757,2.5400747623624094,0.27580289880611064,0.2391000284109588,114696192,43761664,10178560,41521152,43327488,16617472,40964096,10686464,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.003310160427807487,0.3680555555555555,0.06344214938059037,0.003,0.1920537897310514,0.0035625,0.002088291746641075,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007228915662650613,0.9928571428571429,0.0987393979971517,0.0046,0.7117241379310345,0.0080625,0.004431477927063341,0.00978951048951049,0.0046013245033112585
1705373201,0.7049259733138031,2.392137816298619,0.33692302127469287,19.174669983961913,0.28862641037254094,6.88187342891082,0.673453674195735,3.2431905843332913,2.5400747623624103,0.27580289880611064,0.2391000284109588,114696192,43761664,10190848,41521152,43327488,16617472,40964096,10960896,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.003310160427807487,0.3680555555555555,0.06344214938059037,0.003,0.1920537897310514,0.0035625,0.002088291746641075,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007228915662650613,0.9928571428571429,0.0987393979971517,0.0046,0.7117241379310345,0.0080625,0.004431477927063341,0.00978951048951049,0.0046013245033112585
1705373202,0.7049259733138031,2.392137816298619,0.3444706645340191,19.174669983961913,0.28862641037254094,6.64765898577638,0.673453674195735,3.2431905843332913,2.5400747623624103,0.27177346882344156,0.2391000284109588,114696192,43761664,10190848,41521152,43327488,16371712,40964096,10960896,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.0020891658676893575,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.0044316395014381595,0.00978951048951049,0.0046013245033112585
1705373203,0.7049259733138031,2.392137816298619,0.35201830779334536,19.174669983961913,0.28862641037254094,6.64765898577638,0.673453674195735,3.2431905843332913,2.5400747623624103,0.27177346882344156,0.2391000284109588,114696192,43761664,10190848,41521152,43327488,16371712,40964096,10960896,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.0020891658676893575,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.0044316395014381595,0.00978951048951049,0.0046013245033112585
1705373204,0.7049259733138031,1.9095140446194714,0.3595659510526716,14.975271876482612,0.28862641037254094,6.64765898577638,0.673453674195735,3.2431905843332913,2.5400747623624103,0.27177346882344156,0.2391000284109588,114696192,43761664,10190848,41340928,43327488,16371712,40964096,10960896,45400064,3022848,9080832,84225.91847925425,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.0020891658676893575,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.0044316395014381595,0.00978951048951049,0.0046013245033112585
1705373205,0.6405329373197324,1.8696450810144944,0.3671135943119978,15.292756466335641,0.25176206847629556,6.64765898577638,0.673453674195735,3.2431905843332913,2.5400747623624103,0.2224568909463961,0.2391000284109588,114696192,43761664,10190848,41340928,43327488,16371712,40964096,10960896,45400064,3022848,9080832,46253.65439220158,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.0020891658676893575,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.0044316395014381595,0.00978951048951049,0.0046013245033112585
1705373206,0.6278510002347503,1.8729775979336556,0.45285859555957336,15.61024105618867,0.2463447205631742,6.64765898577638,0.673453674195735,2.775013097232385,2.59114072387578,0.226963046655564,0.15952346400752127,114696192,43761664,10190848,41340928,43327488,16371712,40964096,10960896,45400064,3022848,9080832,45337.87645046616,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.0020891658676893575,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.0044316395014381595,0.00978951048951049,0.0046013245033112585
1705373207,0.6680930463988097,1.8327534395706964,0.45285859555957336,15.9277256460417,0.2880457428584416,6.64765898577638,0.673453674195735,3.2257175169637025,2.59114072387578,0.2314692023647319,0.15757230185322632,114696192,43761664,10190848,41340928,43327488,16371712,40964096,10960896,45400064,3022848,9187328,42459.675747398105,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,128.467,17.467,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.0020891658676893575,0.007520979020979022,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.0044316395014381595,0.00978951048951049,0.0046013245033112585
1705373208,0.6680930463988097,1.792529281207737,0.45285859555957336,16.24521023589473,0.2880457428584416,6.64765898577638,0.6177323631109028,3.2257175169637025,2.59114072387578,0.27036934255007555,0.16125542515443714,114696192,43761664,10190848,41340928,43327488,16371712,40853504,10960896,45400064,3022848,9187328,42459.675747398105,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,1,11.8,11.2,0.867,127.6,16.6,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.002088686481303931,0.007510460251046025,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.004430776605944391,0.009769874476987447,0.0046013245033112585
1705373209,0.6680930463988097,1.752305122844778,0.45285859555957336,19.04907539118176,0.2880457428584416,6.64765898577638,0.6177323631109028,3.2257175169637025,2.182550220979618,0.27036934255007555,0.16493854845564795,114696192,43761664,10190848,41340928,43327488,16371712,40853504,10960896,45400064,3022848,9187328,42459.675747398105,,0,0,0,0,4,4,9,4,3,28,3,4,4,4,3,13.533,22,0.933,69.195,0.8,11.8,11.2,0.867,127.6,16.6,6.867,0,0,0,0,0.003003129890453834,0.0033126338329764454,0.3671875,0.06339428055185835,0.003,0.1920537897310514,0.0035625,0.002088686481303931,0.007510460251046025,0.0029006622516556287,0.004620657276995305,0.007261904761904772,0.99375,0.09867780774381874,0.0046,0.7117241379310345,0.007722222222222223,0.004430776605944391,0.009769874476987447,0.0046013245033112585
